[1442082600] LOG ROTATION: DAILY
[1442082600] LOG VERSION: 2.0
[1442082600] CURRENT HOST STATE: ad.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.91 ms
[1442082600] CURRENT HOST STATE: application.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.14 ms
[1442082600] CURRENT HOST STATE: artifactory.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.53 ms
[1442082600] CURRENT HOST STATE: cisco;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.92 ms
[1442082600] CURRENT HOST STATE: confluence.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.38 ms
[1442082600] CURRENT HOST STATE: git.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.45 ms
[1442082600] CURRENT HOST STATE: jenkins.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.47 ms
[1442082600] CURRENT HOST STATE: jira.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.45 ms
[1442082600] CURRENT HOST STATE: localhost;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.05 ms
[1442082600] CURRENT HOST STATE: mail.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.38 ms
[1442127614] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442127634] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442127653] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442127770] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442127933] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442127954] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442127971] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442127973] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442128008] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442128020] wproc: Core Worker 2944: job 14813 (pid=24977) timed out. Killing it
[1442128020] wproc: CHECK job 14813 from worker Core Worker 2944 timed out after 60.02s
[1442128020] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442128020] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442128020] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.016s!
[1442128020] wproc: Core Worker 2944: job 14813 (pid=24977): Dormant child reaped
[1442128051] SERVICE NOTIFICATION: nagiosadmin;confluence.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442128110] SERVICE NOTIFICATION: nagiosadmin;confluence.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442128122] wproc: Core Worker 2941: job 14836 (pid=25153) timed out. Killing it
[1442128122] wproc: CHECK job 14836 from worker Core Worker 2941 timed out after 60.01s
[1442128122] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442128122] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442128122] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.010s!
[1442128122] wproc: Core Worker 2941: job 14836 (pid=25153): Dormant child reaped
[1442128149] SERVICE NOTIFICATION: nagiosadmin;git.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442128150] wproc: Core Worker 2944: job 14843 (pid=25199) timed out. Killing it
[1442128150] wproc: CHECK job 14843 from worker Core Worker 2944 timed out after 60.01s
[1442128150] wproc:   host=cisco; service=Uptime;
[1442128150] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442128150] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.008s!
[1442128150] wproc: Core Worker 2944: job 14843 (pid=25199): Dormant child reaped
[1442128152] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442128191] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442128211] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442128230] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442128271] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442128312] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442128331] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442128350] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442128587] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442128620] wproc: Core Worker 2943: job 14935 (pid=25961) timed out. Killing it
[1442128620] wproc: CHECK job 14935 from worker Core Worker 2943 timed out after 60.01s
[1442128620] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442128620] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442128620] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.011s!
[1442128620] wproc: Core Worker 2943: job 14935 (pid=25961): Dormant child reaped
[1442128722] wproc: Core Worker 2944: job 14958 (pid=26127) timed out. Killing it
[1442128722] wproc: CHECK job 14958 from worker Core Worker 2944 timed out after 60.01s
[1442128722] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442128722] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442128722] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.007s!
[1442128722] wproc: Core Worker 2944: job 14958 (pid=26127): Dormant child reaped
[1442128750] wproc: Core Worker 2941: job 14964 (pid=26173) timed out. Killing it
[1442128750] wproc: CHECK job 14964 from worker Core Worker 2941 timed out after 60.01s
[1442128750] wproc:   host=cisco; service=Uptime;
[1442128750] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442128750] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.008s!
[1442128750] wproc: Core Worker 2941: job 14964 (pid=26173): Dormant child reaped
[1442128771] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442129220] wproc: Core Worker 2941: job 15054 (pid=26879) timed out. Killing it
[1442129220] wproc: CHECK job 15054 from worker Core Worker 2941 timed out after 60.01s
[1442129220] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442129220] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442129220] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.011s!
[1442129220] wproc: Core Worker 2941: job 15054 (pid=26879): Dormant child reaped
[1442129322] wproc: Core Worker 2944: job 15077 (pid=27039) timed out. Killing it
[1442129322] wproc: CHECK job 15077 from worker Core Worker 2944 timed out after 60.01s
[1442129322] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442129322] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442129322] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.007s!
[1442129322] wproc: Core Worker 2944: job 15077 (pid=27039): Dormant child reaped
[1442129350] wproc: Core Worker 2941: job 15083 (pid=27085) timed out. Killing it
[1442129350] wproc: CHECK job 15083 from worker Core Worker 2941 timed out after 60.01s
[1442129350] wproc:   host=cisco; service=Uptime;
[1442129350] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442129350] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.007s!
[1442129350] wproc: Core Worker 2941: job 15083 (pid=27085): Dormant child reaped
[1442129716] Auto-save of retention data completed successfully.
[1442129820] wproc: Core Worker 2943: job 15173 (pid=27781) timed out. Killing it
[1442129820] wproc: CHECK job 15173 from worker Core Worker 2943 timed out after 60.01s
[1442129820] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442129820] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442129820] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.012s!
[1442129820] wproc: Core Worker 2943: job 15173 (pid=27781): Dormant child reaped
[1442129922] wproc: Core Worker 2942: job 15195 (pid=27941) timed out. Killing it
[1442129922] wproc: CHECK job 15195 from worker Core Worker 2942 timed out after 60.01s
[1442129922] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442129922] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442129922] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.009s!
[1442129922] wproc: Core Worker 2942: job 15195 (pid=27941): Dormant child reaped
[1442129950] wproc: Core Worker 2943: job 15202 (pid=27987) timed out. Killing it
[1442129950] wproc: CHECK job 15202 from worker Core Worker 2943 timed out after 60.01s
[1442129950] wproc:   host=cisco; service=Uptime;
[1442129950] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442129950] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.007s!
[1442129950] wproc: Core Worker 2943: job 15202 (pid=27987): Dormant child reaped
[1442130420] wproc: Core Worker 2944: job 15292 (pid=28696) timed out. Killing it
[1442130420] wproc: CHECK job 15292 from worker Core Worker 2944 timed out after 60.01s
[1442130420] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442130420] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442130420] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.012s!
[1442130420] wproc: Core Worker 2944: job 15292 (pid=28696): Dormant child reaped
[1442130522] wproc: Core Worker 2941: job 15314 (pid=28859) timed out. Killing it
[1442130522] wproc: CHECK job 15314 from worker Core Worker 2941 timed out after 60.01s
[1442130522] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442130522] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442130522] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.011s!
[1442130522] wproc: Core Worker 2941: job 15314 (pid=28859): Dormant child reaped
[1442130550] wproc: Core Worker 2944: job 15321 (pid=28905) timed out. Killing it
[1442130550] wproc: CHECK job 15321 from worker Core Worker 2944 timed out after 60.01s
[1442130550] wproc:   host=cisco; service=Uptime;
[1442130550] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442130550] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.009s!
[1442130550] wproc: Core Worker 2944: job 15321 (pid=28905): Dormant child reaped
[1442130874] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442130915] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442130932] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442130953] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442130993] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442131013] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442131020] wproc: Core Worker 2942: job 15411 (pid=29626) timed out. Killing it
[1442131020] wproc: CHECK job 15411 from worker Core Worker 2942 timed out after 60.01s
[1442131020] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442131020] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442131020] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.013s!
[1442131020] wproc: Core Worker 2942: job 15411 (pid=29626): Dormant child reaped
[1442131072] SERVICE NOTIFICATION: nagiosadmin;cisco;Port 1 Link Status;UNKNOWN;notify-service-by-email;External command error: MIB search path: $HOME/.snmp/mibs:/usr/share/snmp/mibs:/usr/share/snmp/mibs/iana:/usr/share/snmp/mibs/ietf:/usr/share/mibs/site:/usr/share/snmp/mibs:/usr/share/mibs/iana:/usr/share/mibs/ietf:/usr/share/mibs/netsnmp
[1442131073] SERVICE NOTIFICATION: nagiosadmin;confluence.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442131113] SERVICE NOTIFICATION: nagiosadmin;git.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442131122] wproc: Core Worker 2942: job 15434 (pid=29796) timed out. Killing it
[1442131122] wproc: CHECK job 15434 from worker Core Worker 2942 timed out after 60.01s
[1442131122] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442131122] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442131122] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.007s!
[1442131122] wproc: Core Worker 2942: job 15434 (pid=29796): Dormant child reaped
[1442131149] wproc: Core Worker 2942: job 15441 (pid=29852) timed out. Killing it
[1442131149] wproc: CHECK job 15441 from worker Core Worker 2942 timed out after 60.01s
[1442131149] wproc:   host=cisco; service=Uptime;
[1442131149] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442131149] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.010s!
[1442131149] wproc: Core Worker 2942: job 15441 (pid=29852): Dormant child reaped
[1442131174] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442131194] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442131214] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442131234] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442131253] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442131370] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442131533] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442131554] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442131571] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442131573] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442131608] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442131620] wproc: Core Worker 2942: job 15533 (pid=30603) timed out. Killing it
[1442131620] wproc: CHECK job 15533 from worker Core Worker 2942 timed out after 60.02s
[1442131620] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442131620] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442131620] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.016s!
[1442131620] wproc: Core Worker 2942: job 15533 (pid=30603): Dormant child reaped
[1442131690] SERVICE NOTIFICATION: nagiosadmin;confluence.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442131693] SERVICE NOTIFICATION: nagiosadmin;git.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442131710] SERVICE NOTIFICATION: nagiosadmin;confluence.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442131722] wproc: Core Worker 2944: job 15557 (pid=30778) timed out. Killing it
[1442131722] wproc: CHECK job 15557 from worker Core Worker 2944 timed out after 60.01s
[1442131722] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442131722] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442131722] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.008s!
[1442131722] wproc: Core Worker 2944: job 15557 (pid=30778): Dormant child reaped
[1442131730] SERVICE NOTIFICATION: nagiosadmin;git.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442131733] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442131748] wproc: Core Worker 2941: job 15563 (pid=30824) timed out. Killing it
[1442131748] wproc: CHECK job 15563 from worker Core Worker 2941 timed out after 60.01s
[1442131748] wproc:   host=cisco; service=Uptime;
[1442131748] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442131748] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.006s!
[1442131748] SERVICE NOTIFICATION: nagiosadmin;cisco;Uptime;CRITICAL;notify-service-by-email;(Service check timed out after 60.01 seconds)
[1442131748] wproc: Core Worker 2941: job 15563 (pid=30824): Dormant child reaped
[1442131749] SERVICE NOTIFICATION: nagiosadmin;git.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442131752] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442131791] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442131811] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442131830] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442131871] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442131912] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442131931] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442131950] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442132187] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442132220] wproc: Core Worker 2944: job 15657 (pid=31608) timed out. Killing it
[1442132220] wproc: CHECK job 15657 from worker Core Worker 2944 timed out after 60.01s
[1442132220] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442132220] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442132220] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.014s!
[1442132220] wproc: Core Worker 2944: job 15657 (pid=31608): Dormant child reaped
[1442132250] SERVICE NOTIFICATION: nagiosadmin;confluence.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442132322] wproc: Core Worker 2944: job 15680 (pid=31779) timed out. Killing it
[1442132322] wproc: CHECK job 15680 from worker Core Worker 2944 timed out after 60.01s
[1442132322] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442132322] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442132322] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.007s!
[1442132322] wproc: Core Worker 2944: job 15680 (pid=31779): Dormant child reaped
[1442132348] wproc: Core Worker 2941: job 15686 (pid=31829) timed out. Killing it
[1442132348] wproc: CHECK job 15686 from worker Core Worker 2941 timed out after 60.01s
[1442132348] wproc:   host=cisco; service=Uptime;
[1442132348] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442132348] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.008s!
[1442132348] wproc: Core Worker 2941: job 15686 (pid=31829): Dormant child reaped
[1442132371] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442132820] wproc: Core Worker 2941: job 15776 (pid=32535) timed out. Killing it
[1442132820] wproc: CHECK job 15776 from worker Core Worker 2941 timed out after 60.07s
[1442132820] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442132820] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442132820] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.068s!
[1442132820] wproc: Core Worker 2941: job 15776 (pid=32535): Dormant child reaped
[1442132922] wproc: Core Worker 2944: job 15799 (pid=32691) timed out. Killing it
[1442132922] wproc: CHECK job 15799 from worker Core Worker 2944 timed out after 60.01s
[1442132922] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442132922] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442132922] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.011s!
[1442132922] wproc: Core Worker 2944: job 15799 (pid=32691): Dormant child reaped
[1442132948] wproc: Core Worker 2941: job 15805 (pid=32737) timed out. Killing it
[1442132948] wproc: CHECK job 15805 from worker Core Worker 2941 timed out after 60.01s
[1442132948] wproc:   host=cisco; service=Uptime;
[1442132948] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442132948] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.011s!
[1442132948] wproc: Core Worker 2941: job 15805 (pid=32737): Dormant child reaped
[1442133315] Auto-save of retention data completed successfully.
[1442133420] wproc: Core Worker 2943: job 15895 (pid=990) timed out. Killing it
[1442133420] wproc: CHECK job 15895 from worker Core Worker 2943 timed out after 60.01s
[1442133420] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442133420] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442133420] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.013s!
[1442133420] wproc: Core Worker 2943: job 15895 (pid=990): Dormant child reaped
[1442133521] wproc: Core Worker 2942: job 15917 (pid=1151) timed out. Killing it
[1442133522] wproc: CHECK job 15917 from worker Core Worker 2942 timed out after 60.01s
[1442133522] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442133522] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442133522] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.011s!
[1442133522] wproc: Core Worker 2942: job 15917 (pid=1151): Dormant child reaped
[1442133548] wproc: Core Worker 2943: job 15924 (pid=1198) timed out. Killing it
[1442133548] wproc: CHECK job 15924 from worker Core Worker 2943 timed out after 60.01s
[1442133548] wproc:   host=cisco; service=Uptime;
[1442133548] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442133548] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.010s!
[1442133548] wproc: Core Worker 2943: job 15924 (pid=1198): Dormant child reaped
[1442134020] wproc: Core Worker 2944: job 16014 (pid=1915) timed out. Killing it
[1442134020] wproc: CHECK job 16014 from worker Core Worker 2944 timed out after 60.01s
[1442134020] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442134020] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442134020] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.009s!
[1442134020] wproc: Core Worker 2944: job 16014 (pid=1915): Dormant child reaped
[1442134120] wproc: Core Worker 2941: job 16036 (pid=2074) timed out. Killing it
[1442134120] wproc: CHECK job 16036 from worker Core Worker 2941 timed out after 60.01s
[1442134120] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442134120] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442134120] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.008s!
[1442134120] wproc: Core Worker 2941: job 16036 (pid=2074): Dormant child reaped
[1442134148] wproc: Core Worker 2944: job 16043 (pid=2120) timed out. Killing it
[1442134148] wproc: CHECK job 16043 from worker Core Worker 2944 timed out after 60.01s
[1442134148] wproc:   host=cisco; service=Uptime;
[1442134148] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442134148] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.011s!
[1442134148] wproc: Core Worker 2944: job 16043 (pid=2120): Dormant child reaped
[1442134515] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442134593] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442134620] wproc: Core Worker 2944: job 16133 (pid=2831) timed out. Killing it
[1442134620] wproc: CHECK job 16133 from worker Core Worker 2944 timed out after 60.01s
[1442134620] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442134620] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442134620] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.014s!
[1442134620] wproc: Core Worker 2944: job 16133 (pid=2831): Dormant child reaped
[1442134720] wproc: Core Worker 2941: job 16155 (pid=2997) timed out. Killing it
[1442134720] wproc: CHECK job 16155 from worker Core Worker 2941 timed out after 60.01s
[1442134720] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442134720] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442134720] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.012s!
[1442134720] wproc: Core Worker 2941: job 16155 (pid=2997): Dormant child reaped
[1442134748] wproc: Core Worker 2943: job 16162 (pid=3044) timed out. Killing it
[1442134748] wproc: CHECK job 16162 from worker Core Worker 2943 timed out after 60.01s
[1442134748] wproc:   host=cisco; service=Uptime;
[1442134748] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442134748] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.008s!
