[1442082600] LOG ROTATION: DAILY
[1442082600] LOG VERSION: 2.0
[1442082600] CURRENT HOST STATE: ad.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.91 ms
[1442082600] CURRENT HOST STATE: application.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.14 ms
[1442082600] CURRENT HOST STATE: artifactory.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.53 ms
[1442082600] CURRENT HOST STATE: cisco;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.92 ms
[1442082600] CURRENT HOST STATE: confluence.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.38 ms
[1442082600] CURRENT HOST STATE: git.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.45 ms
[1442082600] CURRENT HOST STATE: jenkins.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.47 ms
[1442082600] CURRENT HOST STATE: jira.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.45 ms
[1442082600] CURRENT HOST STATE: localhost;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.05 ms
[1442082600] CURRENT HOST STATE: mail.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.38 ms
[1442164692] SERVICE NOTIFICATION: nagiosadmin;git.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442164709] SERVICE NOTIFICATION: nagiosadmin;confluence.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442164711] SERVICE NOTIFICATION: nagiosadmin;git.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442164720] wproc: Core Worker 2944: job 22171 (pid=17661) timed out. Killing it
[1442164720] wproc: CHECK job 22171 from worker Core Worker 2944 timed out after 60.01s
[1442164720] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442164720] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442164720] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.008s!
[1442164720] wproc: Core Worker 2944: job 22171 (pid=17661): Dormant child reaped
[1442164729] SERVICE NOTIFICATION: nagiosadmin;git.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442164732] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442164748] wproc: Core Worker 2943: job 22178 (pid=17720) timed out. Killing it
[1442164748] wproc: CHECK job 22178 from worker Core Worker 2943 timed out after 60.01s
[1442164748] wproc:   host=cisco; service=Uptime;
[1442164748] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442164748] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.012s!
[1442164748] wproc: Core Worker 2943: job 22178 (pid=17720): Dormant child reaped
[1442164750] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442164790] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442164792] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442164810] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442164812] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442164828] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442164832] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442164851] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442164870] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442164911] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442164949] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442164968] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442165152] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442165218] wproc: Core Worker 2943: job 22272 (pid=18516) timed out. Killing it
[1442165218] wproc: CHECK job 22272 from worker Core Worker 2943 timed out after 60.01s
[1442165218] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442165218] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442165218] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.013s!
[1442165218] wproc: Core Worker 2943: job 22272 (pid=18516): Dormant child reaped
[1442165249] SERVICE NOTIFICATION: nagiosadmin;confluence.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442165320] wproc: Core Worker 2944: job 22295 (pid=18677) timed out. Killing it
[1442165320] wproc: CHECK job 22295 from worker Core Worker 2944 timed out after 60.01s
[1442165320] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442165320] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442165320] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.011s!
[1442165320] wproc: Core Worker 2944: job 22295 (pid=18677): Dormant child reaped
[1442165347] SERVICE NOTIFICATION: nagiosadmin;git.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442165348] wproc: Core Worker 2942: job 22301 (pid=18726) timed out. Killing it
[1442165348] wproc: CHECK job 22301 from worker Core Worker 2942 timed out after 60.01s
[1442165348] wproc:   host=cisco; service=Uptime;
[1442165348] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442165348] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.007s!
[1442165348] wproc: Core Worker 2942: job 22301 (pid=18726): Dormant child reaped
[1442165370] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442165370] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442165529] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442165715] Auto-save of retention data completed successfully.
[1442165770] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442165785] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442165818] wproc: Core Worker 2944: job 22392 (pid=19446) timed out. Killing it
[1442165818] wproc: CHECK job 22392 from worker Core Worker 2944 timed out after 60.01s
[1442165818] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442165818] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442165818] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.012s!
[1442165818] wproc: Core Worker 2944: job 22392 (pid=19446): Dormant child reaped
[1442165920] wproc: Core Worker 2944: job 22415 (pid=19617) timed out. Killing it
[1442165920] wproc: CHECK job 22415 from worker Core Worker 2944 timed out after 60.01s
[1442165920] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442165920] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442165920] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.011s!
[1442165920] wproc: Core Worker 2944: job 22415 (pid=19617): Dormant child reaped
[1442165948] wproc: Core Worker 2942: job 22421 (pid=19776) timed out. Killing it
[1442165948] wproc: CHECK job 22421 from worker Core Worker 2942 timed out after 60.01s
[1442165948] wproc:   host=cisco; service=Uptime;
[1442165948] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442165948] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.009s!
[1442165948] wproc: Core Worker 2942: job 22421 (pid=19776): Dormant child reaped
[1442166309] Caught SIGTERM, shutting down...
[1442166309] Caught SIGTERM, shutting down...
[1442166309] Successfully shutdown... (PID=2940)
[1442166309] Event broker module 'NERD' deinitialized successfully.
[1442166318] Nagios 4.1.1 starting... (PID=20529)
[1442166318] Local time is Sun Sep 13 23:15:18 IST 2015
[1442166318] LOG VERSION: 2.0
[1442166318] qh: Socket '/usr/local/nagios/var/rw/nagios.qh' successfully initialized
[1442166318] qh: core query handler registered
[1442166318] nerd: Channel hostchecks registered successfully
[1442166318] nerd: Channel servicechecks registered successfully
[1442166318] nerd: Channel opathchecks registered successfully
[1442166318] nerd: Fully initialized and ready to rock!
[1442166318] wproc: Successfully registered manager as @wproc with query handler
[1442166318] wproc: Registry request: name=Core Worker 20533;pid=20533
[1442166318] wproc: Registry request: name=Core Worker 20532;pid=20532
[1442166318] wproc: Registry request: name=Core Worker 20531;pid=20531
[1442166318] wproc: Registry request: name=Core Worker 20530;pid=20530
[1442166318] Successfully launched command file worker with pid 20534
[1442166418] wproc: Core Worker 20532: job 10 (pid=20618) timed out. Killing it
[1442166418] wproc: CHECK job 10 from worker Core Worker 20532 timed out after 60.01s
[1442166418] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442166418] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442166418] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.011s!
[1442166418] wproc: Core Worker 20532: job 10 (pid=20618): Dormant child reaped
[1442166510] Caught SIGTERM, shutting down...
[1442166510] Caught SIGTERM, shutting down...
[1442166510] Caught SIGTERM, shutting down...
[1442166510] Successfully shutdown... (PID=20529)
[1442166510] Event broker module 'NERD' deinitialized successfully.
[1442166542] Nagios 4.1.1 starting... (PID=20986)
[1442166542] Local time is Sun Sep 13 23:19:02 IST 2015
[1442166542] LOG VERSION: 2.0
[1442166542] qh: Socket '/usr/local/nagios/var/rw/nagios.qh' successfully initialized
[1442166542] qh: core query handler registered
[1442166542] nerd: Channel hostchecks registered successfully
[1442166542] nerd: Channel servicechecks registered successfully
[1442166542] nerd: Channel opathchecks registered successfully
[1442166542] nerd: Fully initialized and ready to rock!
[1442166542] wproc: Successfully registered manager as @wproc with query handler
[1442166542] wproc: Registry request: name=Core Worker 20989;pid=20989
[1442166542] wproc: Registry request: name=Core Worker 20990;pid=20990
[1442166542] wproc: Registry request: name=Core Worker 20988;pid=20988
[1442166542] wproc: Registry request: name=Core Worker 20987;pid=20987
[1442166542] Successfully launched command file worker with pid 20991
[1442166600] Warning: Return code of 255 for check of service 'Root Partition' on host 'confluence.plank.life' was out of bounds.
[1442166600] SERVICE ALERT: confluence.plank.life;Root Partition;CRITICAL;SOFT;1;(Return code of 255 is out of bounds)
[1442166628] Warning: Return code of 255 for check of service 'Root Partition' on host 'artifactory.plank.life' was out of bounds.
[1442166628] SERVICE ALERT: artifactory.plank.life;Root Partition;CRITICAL;SOFT;1;(Return code of 255 is out of bounds)
[1442166656] Warning: Return code of 255 for check of service 'Root Partition' on host 'git.plank.life' was out of bounds.
[1442166656] SERVICE ALERT: git.plank.life;Root Partition;CRITICAL;SOFT;1;(Return code of 255 is out of bounds)
[1442166657] Warning: Return code of 255 for check of service 'Root Partition' on host 'application.plank.life' was out of bounds.
[1442166657] SERVICE ALERT: application.plank.life;Root Partition;CRITICAL;SOFT;1;(Return code of 255 is out of bounds)
[1442166660] Warning: Return code of 255 for check of service 'Root Partition' on host 'confluence.plank.life' was out of bounds.
[1442166660] SERVICE ALERT: confluence.plank.life;Root Partition;CRITICAL;SOFT;2;(Return code of 255 is out of bounds)
[1442166688] Warning: Return code of 255 for check of service 'Root Partition' on host 'artifactory.plank.life' was out of bounds.
[1442166688] SERVICE ALERT: artifactory.plank.life;Root Partition;CRITICAL;SOFT;2;(Return code of 255 is out of bounds)
[1442166716] Warning: Return code of 255 for check of service 'Root Partition' on host 'git.plank.life' was out of bounds.
[1442166716] SERVICE ALERT: git.plank.life;Root Partition;CRITICAL;SOFT;2;(Return code of 255 is out of bounds)
[1442166716] Warning: Return code of 255 for check of service 'Root Partition' on host 'jenkins.plank.life' was out of bounds.
[1442166716] SERVICE ALERT: jenkins.plank.life;Root Partition;CRITICAL;SOFT;1;(Return code of 255 is out of bounds)
[1442166718] Warning: Return code of 255 for check of service 'Root Partition' on host 'application.plank.life' was out of bounds.
[1442166718] SERVICE ALERT: application.plank.life;Root Partition;CRITICAL;SOFT;2;(Return code of 255 is out of bounds)
[1442166720] Warning: Return code of 255 for check of service 'Root Partition' on host 'confluence.plank.life' was out of bounds.
[1442166720] SERVICE ALERT: confluence.plank.life;Root Partition;CRITICAL;SOFT;3;(Return code of 255 is out of bounds)
[1442166748] Warning: Return code of 255 for check of service 'Root Partition' on host 'artifactory.plank.life' was out of bounds.
[1442166748] SERVICE ALERT: artifactory.plank.life;Root Partition;CRITICAL;SOFT;3;(Return code of 255 is out of bounds)
[1442166748] SERVICE ALERT: jira.plank.life;Root Partition;CRITICAL;SOFT;1;CHECK_NRPE: Socket timeout after 10 seconds.
[1442166766] SERVICE ALERT: mail.plank.life;Root Partition;CRITICAL;SOFT;1;CHECK_NRPE: Socket timeout after 10 seconds.
[1442166774] wproc: Core Worker 20987: job 42 (pid=21352) timed out. Killing it
[1442166774] wproc: CHECK job 42 from worker Core Worker 20987 timed out after 60.01s
[1442166774] wproc:   host=cisco; service=Uptime;
[1442166774] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442166774] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.006s!
[1442166774] wproc: Core Worker 20987: job 42 (pid=21352): Dormant child reaped
[1442166776] Warning: Return code of 255 for check of service 'Root Partition' on host 'git.plank.life' was out of bounds.
[1442166776] SERVICE ALERT: git.plank.life;Root Partition;CRITICAL;SOFT;3;(Return code of 255 is out of bounds)
[1442166776] Warning: Return code of 255 for check of service 'Root Partition' on host 'jenkins.plank.life' was out of bounds.
[1442166776] SERVICE ALERT: jenkins.plank.life;Root Partition;CRITICAL;SOFT;2;(Return code of 255 is out of bounds)
[1442166776] Warning: Return code of 255 for check of service 'Root Partition' on host 'ad.plank.life' was out of bounds.
[1442166776] SERVICE ALERT: ad.plank.life;Root Partition;CRITICAL;SOFT;1;(Return code of 255 is out of bounds)
[1442166777] Warning: Return code of 255 for check of service 'Root Partition' on host 'application.plank.life' was out of bounds.
[1442166777] SERVICE ALERT: application.plank.life;Root Partition;CRITICAL;SOFT;3;(Return code of 255 is out of bounds)
[1442166777] Warning: Return code of 255 for check of service 'Root Partition' on host 'localhost' was out of bounds.
[1442166777] SERVICE ALERT: localhost;Root Partition;CRITICAL;SOFT;1;(Return code of 255 is out of bounds)
[1442166780] Warning: Return code of 255 for check of service 'Root Partition' on host 'confluence.plank.life' was out of bounds.
[1442166780] SERVICE ALERT: confluence.plank.life;Root Partition;CRITICAL;HARD;4;(Return code of 255 is out of bounds)
[1442166780] SERVICE NOTIFICATION: nagiosadmin;confluence.plank.life;Root Partition;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1442166808] Warning: Return code of 255 for check of service 'Root Partition' on host 'artifactory.plank.life' was out of bounds.
[1442166808] SERVICE ALERT: artifactory.plank.life;Root Partition;CRITICAL;HARD;4;(Return code of 255 is out of bounds)
[1442166808] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Root Partition;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1442166808] SERVICE ALERT: jira.plank.life;Root Partition;CRITICAL;SOFT;2;CHECK_NRPE: Socket timeout after 10 seconds.
[1442166826] SERVICE ALERT: mail.plank.life;Root Partition;CRITICAL;SOFT;2;CHECK_NRPE: Socket timeout after 10 seconds.
[1442166836] Warning: Return code of 255 for check of service 'Root Partition' on host 'git.plank.life' was out of bounds.
[1442166836] SERVICE ALERT: git.plank.life;Root Partition;CRITICAL;HARD;4;(Return code of 255 is out of bounds)
[1442166836] SERVICE NOTIFICATION: nagiosadmin;git.plank.life;Root Partition;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1442166836] Warning: Return code of 255 for check of service 'Root Partition' on host 'jenkins.plank.life' was out of bounds.
[1442166836] SERVICE ALERT: jenkins.plank.life;Root Partition;CRITICAL;SOFT;3;(Return code of 255 is out of bounds)
[1442166836] Warning: Return code of 255 for check of service 'Root Partition' on host 'ad.plank.life' was out of bounds.
[1442166836] SERVICE ALERT: ad.plank.life;Root Partition;CRITICAL;SOFT;2;(Return code of 255 is out of bounds)
[1442166837] Warning: Return code of 255 for check of service 'Root Partition' on host 'application.plank.life' was out of bounds.
